Latitude,Longitude,stage_ft,name
29.34944,-95.58222,7.02,Brazos River at Rosharon
32.7875,-100.3883,3.17,Clear Fork Brazos River at Roby
33.35528,-97.04972,632.28,North Texas Lakes at Lake Ray Roberts
32.42639,-96.46278,3.31,Trinity River at Rosser
27.84,-97.072,-0.27,Gulf of Mexico Tide Gauge at Port Aransas
30.85917,-95.39861,130.37,Trinity River at Riverside
29.50444,-99.78111,1.94,Dry Frio River at Reagan Wells near Uvalde 23N
30.4811,-94.7794,8.73,Menard Creek at Rye
29.26389,-98.49055,3.25,Medina River at San Antonio US 281S
29.31417,-99.48055,2.67,Sabinal River at Sabinal
29.35694,-98.4125,5.13,Salado Creek at Loop 13
31.48444,-100.4814,1867.06,West Central Texas Lakes at O. C. Fisher Lake
29.49083,-99.4925,4.61,Sabinal River at Sabinal
29.46667,-96.8125,5.12,Navidad River at Sublime
26.03056,-97.72778,35.13,Rio Grande at San Benito
29.61222,-99.52944,1.43,Sabinal River at Utopia
30.20889,-97.90305,3.34,Slaughter Creek at FM 1826 near Austin 6NW
31.45444,-100.4103,1.78,Concho River at San Angelo
28.86139,-97.22611,4.48,Coleto Creek at Arnold Road Crossing
33.33333,-95.625,438.93,North Texas Lakes at Jim Chapman Lake
29.37056,-99.2875,5.05,Seco Creek at Rowe Ranch near D&#039;Hanis
30.25944,-95.30222,2.66,Caney Creek at Splendora
28.40139,-96.70194,0.68,Gulf of Mexico Tide Gauge at Seadrift
29.55194,-97.96972,-0.85,Guadalupe River at Seguin
29.59389,-98.31084,1.51,Cibolo Creek at Selma
33.70037,-99.38869,7.1,Wichita River at Seymour
29.33056,-100.8889,4.42,San Felipe Creek at Del Rio 2NE
30.45194,-101.7328,2.05,Independence Creek at Sheffield
30.95778,-103.4592,2.01,Barrilla Draw at Saragosa
33.33611,-97.17917,6.31,Clear Creek at Sanger
29.53611,-97.88084,12.49,Guadalupe River at FM 1117 near Seguin
31.30889,-100.4456,0.04,Pecan Creek (Concho River Basin) at San Angelo
35.26417,-100.2414,4.59,North Fork of the Red River at Shamrock
32.95972,-96.61417,4.87,Rowlette Creek at Sachse
29.87611,-95.09361,1.73,San Jacinto River at Sheldon
32.05361,-100.7617,2.09,Colorado River (TX) at Silver
29.49889,-98.51,1.77,Olmos Creek at Dresden Drive
30.1998,-93.7184,2.38,Sabine River at International Paper
31.94028,-94.98861,292.74,Stryker Creek at Stryker Creek Lake
28.28222,-97.62056,0.58,Aransas River at Skidmore
30.16194,-97.83195,-0.19,Slaughter Creek at FM 2304 near Manchaca 2NNE
29.86861,-98.19861,905.9,Guadalupe River at Canyon Lake
30.0125,-97.16167,1.71,Colorado River (TX) at Smithville
33.40899,-99.38897,1333.59,Millers Creek at Millers Creek Reservoir near Bomarton
29.26194,-98.58111,4.55,Medina River at Somerset
29.83222,-97.84222,7.55,San Marcos River at Martindale
31.21778,-98.56416,1.92,Colorado River (TX) at San Saba
29.32194,-98.45,3.7,San Antonio River at Loop 410
30.10583,-94.33444,20.86,Pine Island Bayou at Sour Lake
30.32222,-96.52556,237.82,Yegua Creek at Lake Somerville
33.02417,-98.64361,3.77,Brazos River at South Bend
29.32167,-96.70889,3.02,Navidad River at Speaks
30.65944,-101.7697,2.54,Pecos River at Sheffield
30.2325,-95.16805,5.08,Peach Creek at Splendora
36.20222,-101.3056,4.7,Palo Duro Creek at Spearman
30.11028,-95.43611,74.03,Spring Creek at Spring
36.36167,-101.1633,2832.27,Palo Duro Creek at Palo Duro Reservoir
31.83,-100.9933,3.41,North Concho River at Sterling City
29.86028,-98.38333,2.11,Guadalupe River at Spring Branch
29.71889,-99.54861,0.26,Sabinal River at Mill Creek near Vanderpool
28.84861,-97.73695,10.25,San Antonio River at SH 72 near Runge
29.88889,-97.93389,4.29,San Marcos River at San Marcos
31.21306,-98.71917,2.76,San Saba River at San Saba
29.51583,-98.43083,3.4,Salado Creek at NE Loop 410
29.57306,-99.40278,0.89,Seco Creek at Miller Ranch near Utopia
32.93083,-99.64222,6.86,California Creek (Clear Fk Brazos) at Stamford
31.02222,-97.5325,621.7,North Texas Lakes at Stillhouse Hollow Lake
29.85889,-98.17973,4.16,Guadalupe River at Sattler
31.49361,-99.57361,3.92,Colorado River (TX) at Stacy
29.27972,-98.05333,6.48,Cibolo Creek at Sutherland Springs
29.24,-100.7658,1.18,Sycamore Creek at Del Rio 12SE
33.58089,-99.26758,1.26,Brazos River at Seymour
33.75843,-99.15118,1144.07,Wichita River at Lake Kemp
27.80194,-97.38445,0.34,Gulf of Mexico Tide Gauge at Texas State Aquarium
30.79083,-94.15083,49.46,Neches River at Town Bluff
30.79528,-94.18,82.13,Neches River at Steinhagen Lake
33.79786,-99.83676,1458.22,Bluff Creek (N TX) at Truscott Brine Lake
31.38194,-100.5381,1928.52,West Central Texas Lakes at Twin Buttes Reservoir
32.1475,-96.10222,7.98,Trinity River at Trinidad
29.03472,-103.3903,3.89,Rio Grande at Johnson Ranch
28.42722,-98.17778,1.36,Nueces River at Three Rivers
28.46722,-98.54722,1.76,Frio River at Tilden
28.30861,-98.55695,1.72,Nueces River at Tilden
28.50556,-96.88445,3.56,Guadalupe River at Tivoli
31.33,-100.64,4.03,Spring Creek (Concho River Basin) at Tankersley
31.42722,-100.7108,5.69,Middle Concho River at Tankersley
33.3862,-95.1324,1.49,Sulphur River at Talco
33.79583,-100.0747,9.27,Middle Wichita River at Guthrie 19NE
30.11972,-95.64584,138.83,Spring Creek at Tomball
30.1277,-93.7017,1.14,Sabine River at I-10
29.20278,-103.6194,2.44,Terlingua Creek at Terlingua
28.58722,-98.54556,1.51,San Miguel Creek at Tilden
29.57,-99.24778,1.72,Hondo Creek at Tarpley
32.24306,-96.14056,321.39,North Texas Lakes at Cedar Creek Lake
33.82064,-99.78648,6.03,North Wichita River at Truscott
28.47806,-96.8625,11.21,Guadalupe River at Tivoli
29.6892,-93.8418,0.89,Tide Station (LCH) at Texas Point
29.24556,-99.67416,1.64,Frio River at Dry Frio near Uvalde
29.15417,-99.74306,0.67,Leona River at Uvalde
29.42833,-99.99694,1.05,Nueces River at Laguna
29.12361,-99.89445,1.79,Nueces River at Uvalde
28.65,-96.609,0.35,Gulf of Mexico Tide Gauge at Port Lavaca
29.56778,-99.09695,3.17,Middle Verde Creek at Hwy 173N near Hondo
34.17958,-99.32333,4.44,Pease River at Vernon
28.79278,-97.01278,5.63,Guadalupe River at Victoria
31.66944,-97.46917,5.02,North Bosque River at Valley Mills
30.375,-97.66028,5.45,Walnut Creek at Dessau Rd near Austin
30.27139,-97.73556,3.4,Waller Creek at Red River Street
34.8375,-101.4136,5.72,Prairie Dog Town Fork of the Red River at Wayside
31.53583,-97.07306,1.86,Brazos River at Waco
32.19917,-101.0136,1.61,Beals Creek at Westbrook
30.26194,-97.73972,3.34,Waller Creek at East 1st Street at Austin
29.144,-95.6058,1.31,Brazos River at West Columbia
31.46778,-99.16194,2.18,Colorado River (TX) at Winchell
32.74028,-97.65166,4.69,Clear Fork Trinity River at Weatherford
29.62917,-98.44861,-0.2,West Elm Creek at Encino Rio at San Antonio
30.03556,-95.42861,64.63,Cypress Creek at Westfield
33.88445,-98.49889,1.42,Holliday Creek at Wichita Falls
29.30889,-96.10361,8.2,Colorado River (TX) at Wharton
29.215,-97.44917,2.41,Sandies Creek at Westhoff
33.90954,-98.53367,2.4,Wichita River at Wichita Falls
30.18917,-97.73222,4.68,Williamson Creek at Jimmy Clay Road near Austin 6SE
30.235,-97.86,2.91,Williamson Creek at Oak Hill
30.32278,-97.72278,0.53,Waller Creek at Koenig Lane
34.9575,-100.2206,2.33,Salt Fork of the Red River at Wellington
29.99417,-98.08861,3.72,Blanco River at Wimberley
33.32222,-95.0925,1.31,White Oak Creek at Talco
29.78,-99.37917,1.29,West Prong Medina River at Carpenter Creek Road
28.8975,-97.35472,6.09,Fifteenmile Creek at Weser
29.76194,-95.5575,37.1,Buffalo Bayou at West Belt Drive
28.62194,-98.28111,1.86,Atascosa River at Whitsett
31.86528,-97.37167,531.69,North Texas Lakes at Whitney Lake
30.28306,-97.65472,4.15,Walnut Creek at Webberville Road
27.53611,-99.50027,0.98,Zacate Creek at Laredo
35.75125,-102.8932,,"Cramer Ck at US Hwy 54 nr Dalhart, TX"
35.47033,-101.8796,0.89,"Canadian Rv nr Amarillo, TX"
35.72078,-101.6625,,"Big Blue Ck nr Fritch, TX"
35.93504,-100.3707,0.94,"Canadian Rv nr Canadian, TX"
36.20226,-101.306,4.7,"Palo Duro Ck nr Spearman, TX"
36.23865,-100.2757,5.42,"Wolf Ck at Lipscomb, TX"
35.03551,-102.1506,3.98,"Palo Duro Ck at Westline Rd nr Umbarger, TX"
34.84867,-102.176,,"Tierra Blanca Ck abv Buffalo Lk nr Umbarger, TX"
34.83755,-101.4141,5.71,"Pr Dog Twn Fk Red Rv nr Wayside, TX"
34.62783,-100.9407,4.54,"Pr Dog Twn Fk Red Rv nr Brice, TX"
34.56923,-100.194,7.98,"Pr Dog Twn Fk Red Rv nr Childress, TX"
34.35452,-99.74037,6.55,"Groesbeck Ck at SH 6 nr Quanah, TX"
34.93561,-100.6965,,"Lelia Lk Ck bl Bell Ck nr Hedley, TX"
34.95755,-100.2209,2.32,"Salt Fork Red River near Wellington, TX"
35.26422,-100.2418,4.59,"N Fk Red Rv nr Shamrock, TX"
35.4731,-100.1209,6.28,"Sweetwater Ck nr Kelton, TX"
34.17958,-99.32333,4.47,"Pease Rv nr Vernon, TX"
34.11009,-98.53172,2.47,"Red Rv nr Burkburnett, TX"
33.82064,-99.78648,6.04,"N Wichita Rv nr Truscott, TX"
33.64426,-99.80093,8.01,"S Wichita Rv nr Benjamin, TX"
33.70037,-99.38869,7.1,"Wichita Rv nr Seymour, TX"
33.76009,-99.14285,1.12,"Wichita Rv nr Mabelle, TX"
33.81398,-98.93285,7.27,"S Side Canal nr Dundee, TX"
33.90593,-98.90507,9.59,"Beaver Ck nr Electra, TX"
33.89695,-98.70722,6.98,"Wichita Rv at FM 368 nr Iowa Park, TX"
33.90954,-98.53367,2.4,"Wichita Rv at Wichita Falls, TX"
33.88445,-98.49889,1.41,"Holliday Ck at Wichita Falls, TX"
33.6626,-98.61311,4.53,"Little Wichita Rv nr Archer City, TX"
33.82677,-98.24004,6.07,"Little Wichita Rv abv Henrietta, TX"
33.81288,-98.08504,4.82,"E Fk Little Wichita Rv nr Henrietta, TX"
33.8554,-97.94385,,"Beaver Ck nr Ringgold, TX"
33.80698,-97.88631,,"Belknap Ck nr Ringgold, TX"
33.81899,-96.56332,8.54,"Red Rv at Denison Dam nr Denison, TX"
33.57579,-96.15575,10.81,"Bois D'Arc Ck at HWY 56 nr Bonham, TX"
33.74417,-95.96111,8.71,"Bois D'Arc Ck at FM 409 nr Honey Grove, TX"
33.75874,-95.91595,5.05,"Bois D'Arc Ck at FM 100 nr Honey Grove, TX"
33.684,-94.69437,8.77,"Red River near De Kalb, TX"
33.2193,-95.8622,6.3,"S Sulphur Rv at SH 11 nr Commerce, TX"
33.2665,-95.91552,2.12,"Middle Sulphur Rv at Commerce, TX"
33.3565,-95.59496,2.18,"S Sulphur Rv nr Cooper, TX"
33.47483,-95.58774,0.97,"N Sulphur Rv nr Cooper, TX"
33.38622,-95.13245,1.48,"Sulphur Rv nr Talco, TX"
33.49889,-95.05139,44.54,"Cuthand Ck at FM 910 nr Cuthand, TX"
33.30944,-94.69806,5.07,"Sulphur Rv at IH 30 nr Dalby Springs, TX"
33.32233,-95.09272,1.31,"White Oak Ck nr Talco, TX"
33.27472,-94.8025,10.74,"White Oak Ck at IH 30 nr Omaha, TX"
33.38445,-94.49805,4.14,"Anderson Ck at Hwy 98 nr Simms, TX"
33.30416,-94.15139,11.32,"Sulphur Rv nr Texarkana, TX"
33.07293,-94.96523,2.52,"Big Cypress Ck at US Hwy 271 nr Pittsburg, TX"
33.02096,-94.88216,4.46,"Big Cypress Ck nr Pittsburg, TX"
32.74958,-94.49881,8.53,"Big Cypress Bayou nr Jefferson, TX"
32.77792,-94.35741,4.29,"Black Cypress Bayou at Jefferson, TX"
32.67264,-94.75105,3.0,"Little Cypress Ck nr Ore City, TX"
32.71292,-94.34602,3.12,"Little Cypress Bayou nr Jefferson, TX"
32.73861,-94.2325,5.02,"Big Cypress Ck abv SH 43 nr Karnack, TX"
33.13289,-96.07692,4.12,"Cowleech Fk Sabine Rv at Greenville, TX"
33.01428,-96.2125,4.42,"W Caddo Ck at IH 30 nr Caddo Mills, TX"
32.8979,-96.25331,4.32,"S Fk Sabine Rv nr Quinlan, TX"
32.80624,-95.91941,3.39,"Sabine Rv nr Wills Point, TX"
32.72021,-95.63509,15.31,"Sabine Rv at FM 17 nr Golden, TX"
32.61375,-95.48579,1.02,"Sabine Rv nr Mineola, TX"
32.76318,-95.46301,2.93,"Lake Fk Ck nr Quitman, TX"
32.55986,-95.20661,,"Sabine Rv nr Hawkins, TX"
32.60403,-95.09161,4.07,"Big Sandy Ck nr Big Sandy, TX"
32.52709,-94.96022,5.33,"Sabine Rv nr Gladewater, TX"
32.47987,-94.80438,4.65,"Sabine Rv abv Longview, TX"
32.38821,-94.90327,3.83,"Rabbit Ck at Kilgore, TX"
32.41682,-94.70993,3.03,"Sabine Rv bl Longview, TX"
32.32738,-94.35353,7.33,"Sabine Rv nr Beckville, TX"
32.22497,-94.22525,17.57,"Sabine Rv nr Carthage, TX"
31.97239,-94.0063,,"Sabine Rv at Logansport, LA"
31.30316,-93.84435,178.74,"Housen Bayou at SH 87 nr Hemphill, TX"
31.17361,-93.56583,89.35,"Sabine Rv at Toledo Bd Pwrhouse nr Burkeville, TX"
31.1738,-93.56601,,"Sabine Rv at Toledo Bd Res nr Burkeville, TX"
31.06408,-93.51962,15.96,"Sabine Rv nr Burkeville, TX"
30.96949,-93.57217,71.3,"Sabine Rv at CR 2082 nr Burkeville, TX"
30.74714,-93.60851,15.21,"Sabine Rv nr Bon Wier, TX"
30.81889,-93.78555,7.38,"Big Cow Ck nr Newton, TX"
30.52498,-93.74148,38.18,"Simms Branch nr Call, TX"
30.30382,-93.74378,21.46,"Sabine Rv nr Ruliff, TX"
30.19985,-93.71842,2.38,"Sabine Rv at Intl Paper nr Orange, TX"
30.12773,-93.70178,1.0,"Sabine Rv at I-10 nr Orange, TX"
30.09799,-93.72156,2.05,"Sabine Rv (at Navy Pier) at Orange, TX"
30.13194,-93.78661,0.99,"Adams Bayou at FM 3247 nr Orange, TX"
30.09348,-93.74979,1.08,"Adams Bayou at SH87 nr Orange, TX"
30.18632,-93.90851,6.98,"Cow Bayou nr Mauriceville, TX"
30.10799,-93.89634,1.14,"Cow Bayou at FM 1442 nr Orangefield, TX"
30.13213,-93.86382,5.14,"Cole Ck at I-10 nr Orange, TX"
30.04455,-93.8215,0.82,"Cow Bayou at SH 87 nr Bridge City, TX"
31.89239,-95.43079,3.6,"Neches Rv nr Neches, TX"
31.62964,-95.28584,217.46,"Neches Rv at SH 294 nr Alto, TX"
31.57946,-95.16599,4.28,"Neches Rv nr Alto, TX"
31.39671,-94.9658,173.99,"Neches Rv at SH 7 nr Pollok, TX"
31.13297,-94.80993,2.71,"Neches Rv nr Diboll, TX"
31.05039,-94.82426,166.01,"Piney Ck at US 59 nr Corrigan, TX"
31.025,-94.39944,3.74,"Neches Rv nr Rockland, TX"
31.86017,-94.82327,7.28,"E Fk Angelina Rv nr Cushing, TX"
31.97655,-95.16078,1.94,"Mud Ck nr Jacksonville, TX"
31.67184,-94.95271,11.07,"Angelina Rv nr Alto, TX"
31.61768,-94.6416,4.04,"Bayou Lanana at Nacogdoches, TX"
31.45718,-94.72633,155.54,"Angelina Rv at Hwy 59 nr Lufkin, TX"
31.50435,-94.30437,4.17,"Attoyac Bayou nr Chireno, TX"
31.3963,-94.15103,2.96,"Ayish Bayou nr San Augustine, TX"
30.79104,-94.15102,49.42,"Neches Rv nr Town Bluff, TX"
30.35576,-94.09324,8.43,"Neches Rv at Evadale, TX"
30.48142,-94.39465,63.2,"Village Ck at US Hwy 69 nr Village Mills, TX"
30.39799,-94.26352,4.73,"Village Ck nr Kountze, TX"
30.10605,-94.33463,20.81,"Pine Island Bayou nr Sour Lake, TX"
30.17882,-94.1888,3.55,"Pine Island Bayou abv BI Pump Plant, Beaumont, TX"
30.15688,-94.11435,2.0,"Neches Rv Saltwater Barrier at Beaumont, TX"
29.86216,-93.98267,2.11,"Taylor-Alligator Bayou Pump Sta nr Port Arthur, TX"
29.67556,-94.66611,1.05,"W Fk Double Bayou at Eagle Ferry Rd nr Anahuac, TX"
33.41319,-98.36936,1.87,"W Fk Trinity Rv at US Hwy 281 nr Windthorst, TX"
33.29178,-98.0806,3.64,"W Fk Trinity Rv nr Jacksboro, TX"
33.30758,-97.91828,2.54,"Big Ck nr Chico, TX"
33.23178,-97.69476,1.37,"Big Sandy Ck nr Bridgeport, TX"
33.0854,-97.55864,7.27,"W Fk Trinity Rv nr Boyd, TX"
32.94568,-97.58308,2.76,"Walnut Ck at Reno, TX"
32.75972,-97.40389,24.97,"WFk TrinityRv at White Settlement Rd,Fort Worth,TX"
32.74041,-97.65197,4.69,"Clear Fk Trinity Rv nr Weatherford, TX"
32.65306,-97.58639,2.95,"Clear Fork Trinity Rv at Kelly Rd nr Aledo, TX"
32.66513,-97.44196,3.26,"Clear Fk Trinity Rv nr Benbrook, TX"
32.69513,-97.44724,1.03,"Marys Ck at Benbrook, TX"
32.73235,-97.35891,8.34,"Clear Fk Trinity Rv at Ft Worth, TX"
32.76096,-97.33252,0.68,"W Fk Trinity Rv at Ft Worth, TX"
32.7518,-97.28946,14.76,"W Fk Trinity Rv at Beach St, Ft Worth, TX"
32.80735,-97.24863,0.78,"Big Fossil Ck at Haltom City, TX"
32.60347,-97.26501,3.09,"Village Ck at Everman, TX"
32.78846,-97.14001,43.25,"W Fk Trinity Rv at Greenbelt Rd, Fort Worth, TX"
32.7625,-96.99445,2.49,"W Fk Trinity Rv at Grand Prairie, TX"
32.8045,-97.00988,33.8,"Bear Ck at Shady Grove Rd, Grand Prairie, TX"
32.49097,-97.12306,2.05,"Mountain Ck nr Venus, TX"
32.58097,-97.10195,6.18,"Walnut Ck nr Mansfield, TX"
32.74986,-96.92611,3.15,"Mountain Ck at Grand Prairie, TX"
33.601,-97.32584,16.09,"Elm Fk Trinity Rv at FM 1198 nr Myra, TX"
33.62428,-97.1564,1.46,"Elm Fk Trinity Rv at Gainesville, TX"
33.55455,-96.94723,3.27,"Timber Ck nr Collinsville, TX"
33.52622,-96.80722,2.58,"Range Ck nr Collinsville, TX"
33.34972,-97.03555,8.08,"Elm Fk Trinity Rv at Greenbelt nr Pilot Point, TX"
33.33623,-97.17946,6.31,"Clear Ck nr Sanger, TX"
33.28345,-96.89278,2.35,"Little Elm Ck nr Aubrey, TX"
33.21928,-96.89194,525.72,"Doe Br at US Hwy 380 nr Prosper, TX"
33.15179,-97.14196,2.63,"Hickory Ck at Denton, TX"
33.04568,-96.96112,5.19,"Elm Fk Trinity Rv nr Lewisville, TX"
33.02694,-96.91722,5.23,"Indian Ck at FM 2281, Carrollton, TX"
33.01469,-97.00469,5.47,"Timber Ck at S. Edmonds Ln, Lewisville, TX"
32.95716,-96.90712,10.38,"Hutton Br at N Denton Dr at Carrollton, TX"
33.27792,-97.41704,16.12,"Denton Ck at CR 2513 nr Decatur, TX"
33.11901,-97.29057,2.35,"Denton Ck nr Justin, TX"
32.98707,-97.01279,5.88,"Denton Ck nr Grapevine, TX"
32.96596,-96.94445,3.42,"Elm Fk Trinity Rv nr Carrollton, TX"
32.87333,-96.93056,11.93,"Elm Fk Trinity Rv at Spur 348, Irving, TX"
32.80735,-96.8025,1.59,"Turtle Ck at Dallas, TX"
32.77485,-96.82195,12.07,"Trinity Rv at Dallas, TX"
32.88929,-96.75667,69.48,"White Rk Ck at Greenville Ave, Dallas, TX"
32.80874,-96.72583,21.01,"White Rk Ck at White Rk Lk, Dallas, TX"
32.70763,-96.73583,1.07,"Trinity Rv bl Dallas, TX"
33.20373,-96.59583,4.14,"E Fk Trinity Rv nr McKinney, TX"
33.225,-96.37305,6.54,"Indian Ck at SH 78 nr Farmersville, TX"
33.29456,-96.48304,11.63,"Sister Grove Ck nr Blue Ridge, TX"
33.18485,-96.63805,2.75,"Wilson Ck Dws of Hwy 75 at McKinney, TX"
33.02373,-96.47554,4.87,"E Fk Trinity Rv nr Lavon, TX"
32.95225,-96.47364,4.1,"Squabble Ck at Shores Blvd nr Rockwall, TX"
32.95984,-96.61444,4.87,"Rowlett Ck nr Sachse, TX"
32.98586,-96.55642,10.49,"Muddy Ck at Creek Crossing Ln nr Sachse, TX"
32.79861,-96.49416,7.02,"E Fk Trinity Rv blw Lk Ray Hubbard nr Forney, TX"
32.7743,-96.5036,4.22,"E Fk Trinity Rv nr Forney, TX"
32.63874,-96.48527,1.4,"E Fk Trinity Rv nr Crandall, TX"
32.42653,-96.46304,3.31,"Trinity Rv nr Rosser, TX"
32.31667,-96.35931,14.92,"Trinity Rv at W Cedar Creek Pkwy nr Dosser, TX"
32.14765,-96.10247,7.97,"Trinity Rv at Trinidad, TX"
32.50347,-96.11275,1.47,"Cedar Ck nr Kemp, TX"
32.55611,-96.33889,53.26,"Kings Ck at SH 34 nr Kaufman, TX"
31.90956,-96.88146,42.71,"Ash Ck at Hwy 171 nr Malone, TX"
32.05467,-96.90652,11.75,"Richland Ck at Hwy 22 nr Mertens, TX"
31.97806,-96.87334,,"White Rk Ck at FM 308 nr Irene, TX"
31.93849,-96.68138,1.4,"Richland Ck nr Dawson, TX"
31.967,-96.47514,10.35,"Richland Ck at CR 0030 nr Richland, TX"
32.16465,-96.76201,55.03,"Chambers Ck at FM 55 nr Avalon, TX"
32.38222,-96.85056,5.83,"Waxahachie Ck at Waxahachie, TX"
32.24348,-96.64027,15.68,"Waxahachie Ck nr Bardwell, TX"
32.19848,-96.52026,5.14,"Chambers Ck nr Rice, TX"
31.96708,-96.04716,31.08,"Trinity Rv at Hwy 287 nr Cayuga, TX"
31.8485,-96.28998,4.07,"Tehuacana Ck nr Streetman, TX"
31.64851,-95.78941,4.88,"Trinity Rv nr Oakwood, TX"
31.5699,-95.88829,6.62,"Upper Keechi Ck nr Oakwood, TX"
31.33851,-95.65634,8.2,"Trinity Rv nr Crockett, TX"
30.88472,-95.77778,1.77,"Bedias Ck nr Madisonville, TX"
30.85936,-95.39883,130.42,"Trinity Rv at Riverside, TX"
30.88675,-95.08039,132.06,"Kickapoo Ck at Onalaska, TX"
30.71631,-94.95882,3.04,"Long King Ck at Livingston, TX"
30.57215,-94.94882,4.44,"Trinity Rv nr Goodrich, TX"
30.48139,-94.77972,8.73,"Menard Ck nr Rye, TX"
30.42521,-94.85076,10.83,"Trinity Rv at Romayor, TX"
30.05771,-94.81826,7.63,"Trinity Rv at Liberty, TX"
29.96133,-94.8102,2.79,"CWA Canal nr Dayton, TX"
29.94188,-94.77437,3.5,"Trinity Rv nr Moss Bluff, TX"
29.86744,-94.71492,9.6,"Lk Charlotte nr Anahuac, TX"
29.83708,-94.7636,3.49,"Trinity Rv at IH 10 nr Wallisville, TX"
29.97272,-94.98576,37.64,"Cedar Bayou nr Crosby, TX"
29.77078,-94.99965,5.09,"Goose Ck at Baytown, TX"
30.64603,-95.67522,217.5,"W Fk San Jacinto Rv nr Huntsville, TX"
30.34215,-95.543,14.18,"W Fk San Jacinto Rv bl Lk Conroe nr Conroe, TX"
30.37153,-95.76914,203.54,"Lake Ck nr Dobbin, TX"
30.25775,-95.5637,121.27,"Lake Ck at Sendera Ranch Rd nr Conroe, TX"
30.24466,-95.45716,93.66,"W Fk San Jacinto Rv nr Conroe, TX"
30.14117,-95.33822,57.15,"W Fk San Jacinto Rv abv Lk Houston nr Porter, TX"
30.11994,-95.64606,138.83,"Spring Ck nr Tomball, TX"
30.17567,-95.60103,139.93,"Dry Ck at FM 2978, The Woodlands, TX"
30.17036,-95.54164,109.64,"Spring Ck at Kuykendahl Rd, The Woodlands, TX"
30.1055,-95.54661,111.91,"Willow Ck nr Tomball, TX"
30.19056,-95.49111,130.57,"Bear Br at Research Blvd, The Woodlands, TX"
30.19216,-95.48383,127.58,"Panther Br at Gosling Rd, The Woodlands, TX"
30.13438,-95.47771,98.82,"Panther Br nr Spring, TX"
30.11049,-95.43633,74.01,"Spring Ck nr Spring, TX"
29.92106,-95.84023,153.03,"Cypress Ck at Sharp Rd nr Hockley, TX"
29.95022,-95.80828,145.56,"Cypress Ck at Katy-Hockley Rd nr Hockley, TX"
29.95911,-95.71773,129.06,"Cypress Ck at House-Hahl Rd nr Cypress, TX"
30.01605,-95.69745,143.7,"Little Cypress Ck nr Cypress, TX"
29.97356,-95.59856,102.82,"Cypress Ck at Grant Rd nr Cypress, TX"
30.00661,-95.51189,80.83,"Cypress Ck at Stuebner-Airline Rd nr Westfield, TX"
30.03578,-95.42883,64.61,"Cypress Ck nr Westfield, TX"
30.02716,-95.25799,42.86,"W Fk San Jacinto Rv nr Humble, TX"
30.56694,-95.19139,194.33,"E Fk San Jacinto Rv at SH 150 nr Coldspring, TX"
30.3366,-95.1041,4.64,"E Fk San Jacinto Rv nr Cleveland, TX"
30.14523,-95.12461,46.2,"E Fk San Jacinto Rv nr New Caney, TX"
30.25966,-95.30244,2.67,"Caney Ck nr Splendora, TX"
30.23271,-95.16827,5.08,"Peach Ck at Splendora, TX"
30.10966,-95.05993,9.81,"Luce Bayou abv Lk Houston nr Huffman, TX"
29.91633,-95.14132,42.53,"Lk Houston nr Sheldon, TX"
29.87634,-95.09382,1.63,"San Jacinto Rv nr Sheldon, TX"
29.74329,-95.80689,97.45,"Buffalo Bayou nr Katy, TX"
29.72301,-95.76717,89.92,"Buffalo Bayou nr Fulshear, TX"
29.76938,-95.64317,57.07,"Buffalo Bayou at State Hwy 6 nr Addicks, TX"
29.80511,-95.70961,98.21,"S Mayde Ck at Heathergold Dr nr Addicks, TX"
29.83078,-95.68689,97.1,"Bear Ck nr Barker, TX"
29.86717,-95.64661,96.49,"Langham Ck at W Little York Rd nr Addicks, TX"
29.83578,-95.62578,89.62,"Langham Ck nr Addicks, TX"
29.79028,-95.62389,56.82,"Langham Ck at Addicks Res Outflow nr Addicks, TX"
29.7619,-95.60578,46.8,"Buffalo Bayou nr Addicks, TX"
29.76217,-95.55772,37.1,"Buffalo Bayou at W Belt Dr, Houston, TX"
29.7469,-95.52355,29.71,"Buffalo Bayou at Piney Point, TX"
29.76023,-95.40855,4.05,"Buffalo Bayou at Houston, TX"
29.87078,-95.4805,59.97,"Whiteoak Bayou at Alabonson Rd, Houston, TX"
29.85134,-95.488,61.96,"Cole Ck at Deihl Rd, Houston, TX"
29.828,-95.46938,47.52,"Brickhouse Gully at Costa Rica St, Houston, TX"
29.77523,-95.39716,8.18,"Whiteoak Bayou at Houston, TX"
29.79278,-95.36806,19.32,"Little Whiteoak Bayou at Trimble St, Houston, TX"
29.76662,-95.35855,1.73,"Whiteoak Bayou at Main St, Houston, TX"
29.70912,-95.583,52.63,"Brays Bayou at Alief, TX"
29.65662,-95.56216,60.38,"Keegans Bayou at Roark Rd nr Houston, TX"
29.67273,-95.52827,38.93,"Brays Bayou at Gessner Dr, Houston, TX"
29.69717,-95.41216,16.95,"Brays Bayou at Houston, TX"
29.71417,-95.33889,1.51,"Brays Bayou at MLK Jr Blvd, Houston, TX"
29.61884,-95.44605,26.39,"Sims Bayou at Hiram Clarke St, Houston, TX"
29.6744,-95.28938,1.44,"Sims Bayou at Houston, TX"
29.65662,-95.2291,15.55,"Berry Bayou at Nevada St, Houston, TX"
29.69467,-95.21632,4.86,"Vince Bayou at Pasadena, TX"
29.80884,-95.31327,26.44,"Hunting Bayou at Hoffman St, Houston, TX"
