flow_cfs,flowurl,governing_location,graphurl,lastupdate,lastupdate_age,name,org,stage_ft,stageurl,stationid,stationurl,status,discharge,height,Latitude,Longitude,ObjectId,x,y
190,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GPRT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/gprt2_hg.png,9/17/2021 10:30:00 PM,1,West Fork Trinity River at Grand Prairie,NOAA,2.51,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GPRT2&output=tabular,NWSGPRT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=gprt2,No Flooding,786,786,32.7625,-96.99445,226,-96.9944440003891,32.7625000000879
,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GPVT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/gpvt2_hg.png,9/17/2021 10:45:00 PM,1,North Texas Lakes at Lake Grapevine,NOAA,534.96,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GPVT2&output=tabular,NWSGPVT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=gpvt2,,,,32.9725,-97.05611,227,-97.056111000041,32.9725000003762
,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GQQT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/gqqt2_hg.png,9/17/2021 11:00:00 PM,1,North Texas Lakes at Squaw Creek Reservoir,NOAA,775.35,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GQQT2&output=tabular,NWSGQQT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=gqqt2,,,,32.3,-97.78667,228,-97.7866669998975,32.3000000003105
,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GRET2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/gret2_hg.png,9/17/2021 10:30:00 PM,1,Salt Fork of the Red River at Greenbelt Lake,NOAA,2625.5,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GRET2&output=tabular,NWSGRET2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ama&gage=gret2,No Flooding,,,35.00056,-100.8944,229,-100.894444000445,35.0005559999992
10,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GRHT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/grht2_hg.png,9/17/2021 11:20:00 PM,0,Guadalupe River at Bear Creek at Kerrville,NOAA,2.52,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GRHT2&output=tabular,NWSGRHT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=grht2,,38.2,38.2,30.06944,-99.195,230,-99.1949999996517,30.0694439997777
1340,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GRIT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/grit2_hg.png,9/17/2021 10:45:00 PM,1,Trinity River at Goodrich,NOAA,4.43,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GRIT2&output=tabular,NWSGRIT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=grit2,No Flooding,6390,6390,30.57194,-94.94861,231,-94.9486109995633,30.5719439999859
10,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GROT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/grot2_hg.png,9/17/2021 11:00:00 PM,1,Paluxy River at Glen Rose,NOAA,1.87,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GROT2&output=tabular,NWSGROT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=grot2,No Flooding,36,36,32.23139,-97.77695,232,-97.7769439999782,32.2313889997382
0,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GRST2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/grst2_hg.png,9/17/2021 11:25:00 PM,0,Navasota River at Groesbeck,NOAA,1.53,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GRST2&output=tabular,NWSGRST2,https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=grst2,No Flooding,1.6,1.6,31.57417,-96.52055,233,-96.5205559999672,31.5741670001747
50,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GRTT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/grtt2_hg.png,9/17/2021 11:30:00 PM,0,Guadalupe River at 3rd Crossing nr Sattler,NOAA,3.61,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GRTT2&output=tabular,NWSGRTT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=grtt2,,3.82,3.82,29.80361,-98.16306,234,-98.1630559997162,29.8036109999193
100,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GSST2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/gsst2_hg.png,9/17/2021 11:15:00 PM,1,Brays Bayou at Gessner Drive,NOAA,38.93,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GSST2&output=tabular,NWSGSST2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=gsst2,No Flooding,93.1,93.1,29.6725,-95.52805,235,-95.528056000078,29.6724999998762
730,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GSVT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/gsvt2_hg.png,9/17/2021 11:00:00 PM,1,Red River at Gainesville,NOAA,7.93,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GSVT2&output=tabular,NWSGSVT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=gsvt2,No Flooding,,,33.72788,-97.16001,236,-97.1600129997499,33.7278830001734
,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GTWT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/gtwt2_hg.png,9/17/2021 11:30:00 PM,0,Berry Creek at Georgetown,NOAA,9.24,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GTWT2&output=tabular,NWSGTWT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=gtwt2,,9.26,9.26,30.70306,-97.66611,237,-97.6661110001856,30.7030560002409
30,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GUBT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/gubt2_hg.png,9/17/2021 11:30:00 PM,0,Guadalupe River at FM474 near Bergheim,NOAA,4.36,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GUBT2&output=tabular,NWSGUBT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=gubt2,,4.61,4.61,29.89333,-98.66972,238,-98.6697220004145,29.8933330001575
340,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GWGT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/gwgt2_hg.png,9/17/2021 10:30:00 PM,1,Guadalupe River at CR 143 near Gonzales,NOAA,6.39,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GWGT2&output=tabular,NWSGWGT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=gwgt2,,7.68,7.68,29.4875,-97.5875,239,-97.5875000001026,29.4875000003342
,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GWLT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/gwlt2_hg.png,9/17/2021 11:00:00 PM,1,Lagarto Creek at George West,NOAA,3.8,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=GWLT2&output=tabular,NWSGWLT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=gwlt2,,0,0,28.05944,-98.09666,240,-98.0966670003834,28.0594439998635
170,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HAGT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hagt2_hg.png,9/17/2021 11:15:00 PM,1,Arroyo Colorado at Harlingen,NOAA,5.18,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HAGT2&output=tabular,NWSHAGT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=bro&gage=hagt2,,,,26.17333,-97.68361,241,-97.6836110002855,26.173332999765
60,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HAKT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hakt2_hg.png,9/17/2021 10:45:00 PM,1,Sabine River at Hawkins,NOAA,4.89,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HAKT2&output=tabular,NWSHAKT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=hakt2,No Flooding,7.33,7.33,32.55972,-95.20639,242,-95.2063889995839,32.55972199982
55600,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HAWT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hawt2_hg.png,9/17/2021 10:30:00 PM,1,West Central Texas Lakes at Lake Fort Phantom Hill,NOAA,1635.58,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HAWT2&output=tabular,NWSHAWT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=hawt2,No Flooding,,,32.59611,-99.68027,243,-99.6802780000723,32.5961110002173
160,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HBMT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hbmt2_hg.png,9/17/2021 10:45:00 PM,1,Brays Bayou at Houston,NOAA,16.94,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HBMT2&output=tabular,NWSHBMT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=hbmt2,No Flooding,309,309,29.69694,-95.41194,244,-95.4119440002126,29.696943999701
1010,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HCCT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hcct2_hg.png,9/17/2021 11:15:00 PM,1,Clear Creek at Friendswood,NOAA,1.6,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HCCT2&output=tabular,NWSHCCT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=hcct2,No Flooding,0.65,0.65,29.51722,-95.17833,245,-95.1783329998866,29.5172219998725
10,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HCDT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hcdt2_hg.png,9/17/2021 10:30:00 PM,1,Cedar Bayou at Crosby,NOAA,37.65,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HCDT2&output=tabular,NWSHCDT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=hcdt2,No Flooding,0.67,0.67,29.9725,-94.98556,246,-94.9855559996769,29.9725000003098
,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HCRT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hcrt2_hg.png,9/17/2021 11:15:00 PM,1,North Texas Lakes at Hubbard Creek Lake,NOAA,1182.54,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HCRT2&output=tabular,NWSHCRT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=hcrt2,,,,32.83139,-98.9675,247,-98.96750000015,32.8313889996468
10,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HDWT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hdwt2_hg.png,9/17/2021 11:15:00 PM,1,Cibolo Creek at St. Hedwig,NOAA,9.13,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HDWT2&output=tabular,NWSHDWT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=hdwt2,,10.4,10.4,29.50139,-98.18611,248,-98.1861110000733,29.5013889996779
10,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HEIT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/heit2_hg.png,9/17/2021 10:45:00 PM,1,Martinez Creek at Saint Hedwig,NOAA,2.63,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HEIT2&output=tabular,NWSHEIT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=heit2,,7.27,7.27,29.44389,-98.16889,249,-98.1688889998078,29.4438890003439
20,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HFFT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hfft2_hg.png,9/17/2021 11:15:00 PM,1,Luce Bayou at Huffman,NOAA,9.81,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HFFT2&output=tabular,NWSHFFT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=hfft2,,7.91,7.91,30.10944,-95.05972,250,-95.0597220000885,30.1094439997694
,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HFXT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hfxt2_hg.png,9/17/2021 10:30:00 PM,1,Blanco River at at Halifax Ranch near Kyle,NOAA,1.06,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HFXT2&output=tabular,NWSHFXT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=hfxt2,,,,30.00556,-97.9525,251,-97.9524999997473,30.0055560000496
40,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HGBT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hgbt2_hg.png,9/17/2021 10:45:00 PM,1,Greens Bayou at Houston,NOAA,66.01,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HGBT2&output=tabular,NWSHGBT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=hgbt2,No Flooding,1990,1990,29.95667,-95.41778,252,-95.4177780001292,29.9566670000286
80,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HGTT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hgtt2_hg.png,9/17/2021 10:45:00 PM,1,White Oak Bayou at Houston,NOAA,8.2,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HGTT2&output=tabular,NWSHGTT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=hgtt2,No Flooding,3690,3690,29.775,-95.39694,253,-95.3969439998703,29.7749999998867
2330,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HIBT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hibt2_hg.png,9/17/2021 11:15:00 PM,1,Brazos River at Highbank,NOAA,3.94,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HIBT2&output=tabular,NWSHIBT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=hibt2,No Flooding,2310,2310,31.13389,-96.82472,254,-96.8247219996382,31.1338889999027
0,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HICT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hict2_hg.png,9/17/2021 11:15:00 PM,1,North Bosque River at Hico,NOAA,4.87,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HICT2&output=tabular,NWSHICT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=hict2,No Flooding,5.38,5.38,31.97639,-98.0325,255,-98.0325000000755,31.9763890001754
0,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HLCT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hlct2_hg.png,9/17/2021 10:45:00 PM,1,Lelia Lake Creek at Hedley,NOAA,2.51,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HLCT2&output=tabular,NWSHLCT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ama&gage=hlct2,No Flooding,3.09,3.09,34.93555,-100.6961,256,-100.696111000153,34.9355559996372
20,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HMLT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hmlt2_hg.png,9/17/2021 11:15:00 PM,1,Leon River at Hamilton,NOAA,4.03,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HMLT2&output=tabular,NWSHMLT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=hmlt2,No Flooding,237,237,31.78861,-98.12111,257,-98.1211110000874,31.7886109999203
5380,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HMMT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hmmt2_hg.png,9/17/2021 10:45:00 PM,1,West Fork San Jacinto River at Humble,NOAA,42.87,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HMMT2&output=tabular,NWSHMMT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=hmmt2,No Flooding,43.31,43.31,30.02639,-95.25833,258,-95.2583330002148,30.0263890000116
10,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HNFT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hnft2_hg.png,9/17/2021 11:20:00 PM,0,North Fork Guadalupe River at Hunt,NOAA,1.42,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HNFT2&output=tabular,NWSHNFT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=hnft2,,15.7,15.7,30.06389,-99.38667,259,-99.3866670001739,30.0638890000799
20,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HNTT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hntt2_hg.png,9/17/2021 11:20:00 PM,0,Guadalupe River at Hunt,NOAA,7.71,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HNTT2&output=tabular,NWSHNTT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=hntt2,No Flooding,31.9,31.9,30.06972,-99.32139,260,-99.3213890003535,30.0697219997194
,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HORT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hort2_hg.png,9/17/2021 11:30:00 PM,0,West Central Texas Lakes at Hords Creek Lake,NOAA,1888.48,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HORT2&output=tabular,NWSHORT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=hort2,No Flooding,,,31.83278,-99.56055,261,-99.5605559998635,31.8327780002039
1120,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HPDT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hpdt2_hg.png,9/17/2021 11:15:00 PM,1,Brazos River at Hempstead,NOAA,10.97,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HPDT2&output=tabular,NWSHPDT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=hpdt2,No Flooding,3320,3320,30.12889,-96.1875,262,-96.1875000001976,30.1288890000906
,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HSIT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hsit2_hg.png,9/17/2021 10:30:00 PM,1,Sims Bayou at Houston,NOAA,1.74,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HSIT2&output=tabular,NWSHSIT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=hsit2,No Flooding,0.63,0.63,29.67417,-95.28917,263,-95.2891670004024,29.6741670002956
24900,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HSJT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hsjt2_hg.png,9/17/2021 10:30:00 PM,1,San Jacinto River at Lake Houston,NOAA,42.46,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HSJT2&output=tabular,NWSHSJT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=hsjt2,,42.47,42.47,29.91611,-95.14111,264,-95.1411109997636,29.9161109997179
,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HTAT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/htat2_hg.png,9/17/2021 10:30:00 PM,1,Little Wichita River at Henrietta,NOAA,6.07,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HTAT2&output=tabular,NWSHTAT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=htat2,,0,0,33.82677,-98.24004,265,-98.2400459997505,33.8267670002522
0,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HTST2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/htst2_hg.png,9/17/2021 11:15:00 PM,1,Lavaca River at Hallettsville,NOAA,2.14,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HTST2&output=tabular,NWSHTST2,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=htst2,No Flooding,0.28,0.28,29.4431,-96.9447,266,-96.9446999999401,29.4431000001686
,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HTWT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/htwt2_hg.png,9/17/2021 11:15:00 PM,1,East Fork Little Wichita River at Henrietta,NOAA,4.82,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HTWT2&output=tabular,NWSHTWT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=htwt2,,0.01,0.01,33.81288,-98.08504,267,-98.085041000383,33.8128779998106
20,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HWLT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/hwlt2_hg.png,9/17/2021 11:00:00 PM,1,Clear Fork Brazos River at Hawley,NOAA,1.63,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=HWLT2&output=tabular,NWSHWLT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=hwlt2,No Flooding,15.7,15.7,32.59818,-99.81509,268,-99.8150919997866,32.5981760003366
,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=IKLT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/iklt2_hg.png,9/17/2021 11:00:00 PM,1,Colorado River (TX) at Inks Lake,NOAA,887.09,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=IKLT2&output=tabular,NWSIKLT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=iklt2,,,,30.73111,-98.38472,269,-98.3847220001996,30.7311109998796
,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=IPRT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/iprt2_hg.png,9/17/2021 6:30:00 PM,5,North Fork Buffalo Creek at NF Buffalo Cr. Reservoir,NOAA,1047.05,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=IPRT2&output=tabular,NWSIPRT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=iprt2,,,,33.98676,-98.75201,270,-98.7520080002401,33.9867610000641
310,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=IPWT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/ipwt2_hg.png,9/17/2021 11:00:00 PM,1,Wichita River at Iowa Park,NOAA,7,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=IPWT2&output=tabular,NWSIPWT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=ipwt2,,7.1,7.1,33.89694,-98.70722,271,-98.7072220003718,33.8969440002504
,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=IRAT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/irat2_hg.png,9/17/2021 11:00:00 PM,1,Colorado River (TX) at Ira 4SW...below J. B. Thomas,NOAA,3.22,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=IRAT2&output=tabular,NWSIRAT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=maf&gage=irat2,,3.59,3.59,32.53917,-101.0553,272,-101.055277999706,32.5391670002752
,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=IRDT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/irdt2_hg.png,9/17/2021 11:18:00 PM,0,Gulf of Mexico Tide Gauge at Bird Island,NOAA,0.99,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=IRDT2&output=tabular,NWSIRDT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=irdt2,No Flooding,,,27.48611,-97.31694,273,-97.316943999663,27.4861110000669
0,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=JAKT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/jakt2_hg.png,9/17/2021 11:00:00 PM,1,West Fork Trinity River at Jacksboro,NOAA,3.64,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=JAKT2&output=tabular,NWSJAKT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=jakt2,No Flooding,1.3,1.3,33.29167,-98.08028,274,-98.080277999796,33.2916669999313
0,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=JBGT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/jbgt2_hg.png,9/17/2021 11:00:00 PM,1,Colorado River (TX) at Gail,NOAA,0.73,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=JBGT2&output=tabular,NWSJBGT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=maf&gage=jbgt2,,0,0,32.62861,-101.285,275,-101.28500000003,32.6286110000096
29400,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=JBTT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/jbtt2_hg.png,9/17/2021 10:45:00 PM,1,Colorado River (TX) at Lake JB Thomas,NOAA,2239.14,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=JBTT2&output=tabular,NWSJBTT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=maf&gage=jbtt2,,,,32.59306,-101.1378,276,-101.137777999792,32.5930559997052
10,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=JCIT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/jcit2_hg.png,9/17/2021 11:30:00 PM,0,Johnson Creek at Ingram,NOAA,0.19,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=JCIT2&output=tabular,NWSJCIT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=jcit2,,18.4,18.4,30.1,-99.28278,277,-99.2827779999854,30.100000000054
20,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=JCTT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/jctt2_hg.png,9/17/2021 10:45:00 PM,1,North Llano River at Junction,NOAA,7.35,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=JCTT2&output=tabular,NWSJCTT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=jctt2,No Flooding,8.01,8.01,30.51722,-99.80583,278,-99.8058330003728,30.517222000225
10,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=JEFT2&output=tabular,"TX, USA",https://water.weather.gov/resources/hydrographs/jeft2_hg.png,9/17/2021 11:00:00 PM,1,Black Cypress Bayou at Jefferson,NOAA,4.29,https://water.weather.gov/ahps2/hydrograph_to_xml.php?gage=JEFT2&output=tabular,NWSJEFT2,https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=jeft2,No Flooding,14.5,14.5,32.77778,-94.35722,279,-94.3572219999293,32.7777779997475
